Character,Strokes,Composition,Character1,Strokes1,Verification1,Character2,Strokes2,Verification2,Cangjie,Radical
侲,9.0,吅,亻,2.0,,辰,7.0,,OMMV,人
侳,9.0,吅,亻,2.0,,坐,7.0,,OOOG,人
侴,9.0,吕,亼,3.0,,丑刂,6.0,?,OMNN,人
侵,9.0,吅,亻,2.0,,𠬶,7.0,,OSME,人
侶,9.0,吅,亻,2.0,,呂,7.0,,ORHR,人
侷,9.0,吅,亻,2.0,,局,7.0,,OSSR,人
侸,9.0,吅,亻,2.0,,豆,7.0,,OMRT,人
侹,9.0,吅,亻,2.0,,廷,7.0,,ONKG,人
侺,9.0,吅,亻,2.0,,岑,7.0,,OUON,人
侻,9.0,吅,亻,2.0,,兌,7.0,,OCRU,人
侼,9.0,吅,亻,2.0,,孛,7.0,,OJBD,人
侽,9.0,吅,亻,2.0,,男,7.0,,OWKS,人
侾,9.0,吅,亻,2.0,,孝,7.0,,OJKD,人
便,9.0,吅,亻,2.0,,更,7.0,,OMLK,人
俀,9.0,吅,亻,2.0,,妥,7.0,,OBV,人
俁,9.0,吅,亻,2.0,,吳,7.0,,ORVK,人
係,9.0,吅,亻,2.0,,系,7.0,,OHVF,人
促,9.0,吅,亻,2.0,,足,7.0,,ORYO,人
俄,9.0,吅,亻,2.0,,我,7.0,,OHQI,人
俅,9.0,吅,亻,2.0,,求,7.0,,OIJE,人
俆,9.0,吅,亻,2.0,,余,7.0,,OOMD,人
俇,9.0,吅,亻,2.0,,狂,7.0,,OKHG,人
俈,9.0,吅,亻,2.0,,告,7.0,,OHGR,人
俉,9.0,吅,亻,2.0,,吾,7.0,,OMMR,人
俊,9.0,吅,亻,2.0,,夋,7.0,,OICE,人
俋,9.0,吅,亻,2.0,,邑,7.0,,ORAU,人
俌,9.0,吅,亻,2.0,,甫,7.0,,OIJB,人
俍,9.0,吅,亻,2.0,,良,7.0,,OIAV,人
俎,9.0,吅,仌,4.0,,且,5.0,,OOBM,人
俏,9.0,吅,亻,2.0,,肖,7.0,,OFB,人
俐,9.0,吅,亻,2.0,,利,7.0,,OHDN,人
俑,9.0,吅,亻,2.0,,甬,7.0,,ONIB,人
俒,9.0,吅,亻,2.0,,完,7.0,,OJMU,人
俓,9.0,吅,亻,2.0,,巠,7.0,,OMVM,人
俔,9.0,吅,亻,2.0,,見,7.0,,OBUU,人
俕,9.0,吅,亻,2.0,,宋,7.0,,OJD,人
俖,9.0,吅,亻,2.0,,否,7.0,,OMFR,人
俗,9.0,吅,亻,2.0,,谷,7.0,,OCOR,人
俘,9.0,吅,亻,2.0,,孚,7.0,,OBND,人
俙,9.0,吅,亻,2.0,,希,7.0,,OKKB,人
俚,10.0,吅,亻,2.0,,里,8.0,,OWG,人
俛,9.0,吅,亻,2.0,,免,7.0,,ONAU,人
俜,9.0,吅,亻,2.0,,甹,7.0,,OLWS,人
保,9.0,吅,亻,2.0,,呆,7.0,,ORD,人
俞,9.0,吕,亼,3.0,,刖,6.0,,OMBN,人
俟,9.0,吅,亻,2.0,,矣,7.0,,OIOK,人
俠,10.0,吅,亻,2.0,,夾,8.0,,OKOO,人
信,9.0,吅,亻,2.0,,言,7.0,,OYMR,人
俢,9.0,吅,亻,2.0,,㣊,7.0,,OHEH,人
俣,9.0,吅,亻,2.0,,吴,7.0,,ORMK,人
俤,9.0,吅,亻,2.0,,弟,7.0,,OCNH,人
俥,9.0,吅,亻,2.0,,車,7.0,,OJWJ,人
俦,9.0,吅,亻,2.0,,寿,7.0,,OQKI,人
俧,9.0,吅,亻,2.0,,志,7.0,,OGP,人
俨,9.0,吅,亻,2.0,,严,7.0,,OMTH,人
俩,9.0,吅,亻,2.0,,两,7.0,,OMOB,人
俪,9.0,吅,亻,2.0,,丽,7.0,,OMBB,人
俫,9.0,吅,亻,2.0,,来,7.0,,ODT,人
俬,9.0,吅,亻,2.0,,私,7.0,,OHDI,人
俭,9.0,吅,亻,2.0,,佥,7.0,,OOMM,人
修,10.0,回,攸,7.0,?,彡,3.0,,OLOH,人
俯,10.0,吅,亻,2.0,,府,8.0,,OIOI,人
俰,10.0,吅,亻,2.0,,和,8.0,,OHDR,人
俱,10.0,吅,亻,2.0,,具,8.0,,OBMC,人
俲,10.0,吅,亻,2.0,,効,8.0,,OYKS,人
俳,10.0,吅,亻,2.0,,非,8.0,,OLMY,人
俴,10.0,吅,亻,2.0,,戔,8.0,,OII,人
俵,11.0,吅,亻,2.0,,表,9.0,,OQMV,人
俶,10.0,吅,亻,2.0,,叔,8.0,,OYFE,人
俷,10.0,吅,亻,2.0,,肥,8.0,,OBAU,人
俸,10.0,吅,亻,2.0,,奉,8.0,,OQKQ,人
俹,10.0,吅,亻,2.0,,亞,8.0,,OMLM,人
俺,10.0,吅,亻,2.0,,奄,8.0,,OKLU,人
俻,10.0,吅,亻,2.0,,备,8.0,,OHEW,人
俼,10.0,吅,亻,2.0,,育,8.0,,OYIB,人
俽,10.0,吅,亻,2.0,,欣,8.0,,OHLO,人
俾,10.0,吅,亻,2.0,,卑,8.0,,OHWJ,人
俿,10.0,吅,亻,2.0,,虎,8.0,,OYPN,人
倀,10.0,吅,亻,2.0,,長,8.0,,OSMV,人
倁,10.0,吅,亻,2.0,,知,8.0,,OOKR,人
倂,10.0,吅,亻,2.0,,幷,8.0,,OYJJ,人
倃,10.0,吅,亻,2.0,,咎,8.0,,OHOR,人
倄,10.0,吅,亻,2.0,,肴,8.0,,OKKB,人
倅,10.0,吅,亻,2.0,,卒,8.0,,OYOJ,人
倆,10.0,吅,亻,2.0,,兩,8.0,,OMLB,人
倇,10.0,吅,亻,2.0,,宛,8.0,,OJNU,人
倈,10.0,吅,亻,2.0,,來,8.0,,ODOO,人
倉,10.0,吕,食,7.0,?,囗,3.0,?,OIAR,人
倊,10.0,吅,亻,2.0,,忩,8.0,,OCIP,人
個,10.0,吅,亻,2.0,,固,8.0,,OWJR,人
倌,10.0,吅,亻,2.0,,官,8.0,,OJRR,人
倍,10.0,吅,亻,2.0,,咅,8.0,,OYTR,人
倎,10.0,吅,亻,2.0,,典,8.0,,OTBC,人
倏,11.0,回,攸,7.0,,犬,4.0,,OLOK,人
倐,10.0,回,攸,6.0,,火,4.0,,OLHF,人
們,10.0,吅,亻,2.0,,門,8.0,,OAN,人
倒,10.0,吅,亻,2.0,,到,8.0,,OMGN,人
倓,10.0,吅,亻,2.0,,炎,8.0,,OFF,人
倔,10.0,吅,亻,2.0,,屈,8.0,,OSUU,人
倕,10.0,吅,亻,2.0,,垂,8.0,,OHJM,人
倖,10.0,吅,亻,2.0,,幸,8.0,,OGTJ,人
倗,10.0,吅,亻,2.0,,朋,8.0,,OBB,人
倘,10.0,吅,亻,2.0,,尚,8.0,,OFBR,人
候,10.0,吅,亻,2.0,,侯,8.0,*,OLNK,人
倚,10.0,吅,亻,2.0,,奇,8.0,,OKMR,人
倛,10.0,吅,亻,2.0,,其,8.0,,OTMC,人
倜,10.0,吅,亻,2.0,,周,8.0,,OBGR,人
倝,10.0,吅,𠦝,8.0,?,人,2.0,,JJO,人
倞,10.0,吅,亻,2.0,,京,8.0,,OYRF,人
借,10.0,吅,亻,2.0,,昔,8.0,,OTA,人
倠,10.0,吅,亻,2.0,,隹,8.0,,OOG,人
倡,10.0,吅,亻,2.0,,昌,8.0,,OAA,人
倢,10.0,吅,亻,2.0,,疌,8.0,,OJLO,人
倣,10.0,吅,亻,2.0,,放,8.0,,OYSK,人
値,10.0,吅,亻,2.0,,直,8.0,,OJBV,人
倥,10.0,吅,亻,2.0,,空,8.0,,OJCM,人
倦,10.0,吅,亻,2.0,,卷,8.0,,OFQU,人
倧,10.0,吅,亻,2.0,,宗,8.0,,OJMF,人
倨,10.0,吅,亻,2.0,,居,8.0,,OSJR,人
倩,10.0,吅,亻,2.0,,靑,8.0,,OQMB,人
倪,10.0,吅,亻,2.0,,兒,8.0,,OHXU,人
倫,10.0,吅,亻,2.0,,侖,8.0,,OOMB,人
倬,10.0,吅,亻,2.0,,卓,8.0,,OYAJ,人
倭,10.0,吅,亻,2.0,,委,8.0,,OHDV,人
倮,11.0,吅,亻,2.0,,果,9.0,,OWD,人
倯,10.0,吅,亻,2.0,,松,8.0,,ODCI,人
倰,10.0,吅,亻,2.0,,夌,8.0,,OGCE,人
倱,10.0,吅,亻,2.0,,昆,8.0,,OAPP,人
倲,10.0,吅,亻,2.0,,東,8.0,,ODW,人
倳,10.0,吅,亻,2.0,,事,8.0,,OJLN,人
倴,10.0,吅,亻,2.0,,奔,8.0,,OKJT,人
倵,10.0,吅,亻,2.0,,武,8.0,,OMPM,人
倶,10.0,吅,亻,2.0,,具,8.0,,OBUC,人
倷,10.0,吅,亻,2.0,,奈,8.0,,OKMF,人
倸,10.0,吅,亻,2.0,,采,8.0,,OBD,人
倹,10.0,吅,亻,2.0,,㑒,8.0,,OOMO,人
债,10.0,吅,亻,2.0,,责,8.0,,OQMO,人
倻,11.0,吅,亻,2.0,,耶,9.0,,OSJL,人
值,10.0,吅,亻,2.0,,直,8.0,,OJBM,人
倽,10.0,吅,亻,2.0,,舍,8.0,,OOMR,人
倾,10.0,吅,亻,2.0,,顷,8.0,,OPMO,人
倿,10.0,吅,亻,2.0,,妾,8.0,,OYTV,人
偀,10.0,吅,亻,2.0,,英,8.0,,OTLK,人
偁,11.0,吅,亻,2.0,,爯,9.0,,OBGB,人
偂,11.0,吅,亻,2.0,,前,9.0,,OTBN,人
偃,11.0,吅,亻,2.0,,匽,9.0,,OSAV,人
偄,11.0,吅,亻,2.0,,耎,9.0,,OMBK,人
偅,11.0,吅,亻,2.0,,重,9.0,,OHJG,人
偆,11.0,吅,亻,2.0,,春,9.0,,OQKA,人
假,11.0,吅,亻,2.0,,叚,9.0,,ORSE,人
偈,11.0,吅,亻,2.0,,曷,9.0,,OAPV,人
偉,11.0,吅,亻,2.0,,韋,9.0,,ODMQ,人
偊,11.0,吅,亻,2.0,,禹,9.0,,OHLB,人
偋,11.0,吅,亻,2.0,,屏,9.0,,OSTT,人
偌,10.0,吅,亻,2.0,,若,8.0,,OTKR,人
偍,11.0,吅,亻,2.0,,是,9.0,,OAMO,人
偎,11.0,吅,亻,2.0,,畏,9.0,,OWMV,人
偏,11.0,吅,亻,2.0,,扁,9.0,,OISB,人
偐,11.0,吅,亻,2.0,,彦,9.0,,OYHH,人
偑,11.0,吅,亻,2.0,,風,9.0,,OHNI,人
偒,11.0,吅,亻,2.0,,昜,9.0,,OAMH,人
偓,11.0,吅,亻,2.0,,屋,9.0,,OSMG,人
偔,11.0,吅,亻,2.0,,咢,9.0,,ORRS,人
偕,11.0,吅,亻,2.0,,皆,9.0,,OPPA,人
偖,11.0,吅,亻,2.0,,者,9.0,,OJKA,人
偗,11.0,吅,亻,2.0,,省,9.0,,OFHU,人
偘,11.0,吅,亻,2.0,,品,9.0,,ORRR,人
偙,11.0,吅,亻,2.0,,帝,9.0,,OYBB,人
做,11.0,吅,亻,2.0,,故,9.0,,OJRK,人
偛,11.0,吅,亻,2.0,,臿,9.0,,OHJX,人
停,11.0,吅,亻,2.0,,亭,9.0,,OYRN,人
偝,11.0,吅,亻,2.0,,背,9.0,,OLPB,人
偞,10.0,吅,亻,2.0,,枼,8.0,,OPTD,人
偟,11.0,吅,亻,2.0,,皇,9.0,,OHAG,人
偠,11.0,吅,亻,2.0,,要,9.0,,OMWV,人
偡,11.0,吅,亻,2.0,,甚,9.0,,OTMV,人
偢,11.0,吅,亻,2.0,,秋,9.0,,OHDF,人
偣,11.0,吅,亻,2.0,,音,9.0,,OYTA,人
偤,11.0,吅,亻,2.0,,酋,9.0,,OTCW,人
健,11.0,吅,亻,2.0,,建,9.0,,ONKQ,人
偦,11.0,吅,亻,2.0,,胥,9.0,,ONOB,人
偧,11.0,吅,亻,2.0,,奓,9.0,,OKNN,人
偨,12.0,吅,亻,2.0,,柴,10.0,,OYPD,人
偩,11.0,吅,亻,2.0,,負,9.0,,ONBC,人
偪,11.0,吅,亻,2.0,,畐,9.0,,OMRW,人
偫,11.0,吅,亻,2.0,,待,9.0,,OHOI,人
偬,11.0,吅,亻,2.0,,怱,9.0,,OPKP,人
偭,11.0,吅,亻,2.0,,面,9.0,,OMWL,人
偮,11.0,吅,亻,2.0,,咠,9.0,,ORSJ,人
偯,11.0,吅,亻,2.0,,哀,9.0,,OYRV,人
偰,11.0,吅,亻,2.0,,契,9.0,,OQHK,人
偱,11.0,吅,亻,2.0,,盾,9.0,,OHJU,人
偲,11.0,吅,亻,2.0,,思,9.0,,OWP,人
偳,11.0,吅,亻,2.0,,耑,9.0,,OUMB,人
側,11.0,吅,亻,2.0,,則,9.0,,OBCN,人
偵,11.0,吅,亻,2.0,,貞,9.0,,OYBC,人
偶,11.0,吅,亻,2.0,,禺,9.0,,OWLB,人
偷,11.0,吅,亻,2.0,,俞,9.0,,OOMN,人
偸,11.0,吅,亻,2.0,,兪,9.0,,OOMV,人
偹,12.0,回,攸,7.0,,田,5.0,,OLHW,人
偺,11.0,吅,亻,2.0,,昝,9.0,,OHOA,人
偻,11.0,吅,亻,2.0,,娄,9.0,,OFDV,人
偼,11.0,吅,亻,2.0,,疌,9.0,*,OYSO,人
偽,11.0,吅,亻,2.0,,為,9.0,,OIKF,人
偾,11.0,吅,亻,2.0,,贲,9.0,,OJTO,人
偿,11.0,吅,亻,2.0,,尝,9.0,,OFBI,人
傀,12.0,吅,亻,2.0,,鬼,10.0,,OHUI,人
傁,11.0,吅,亻,2.0,,叟,9.0,,OHXE,人
傂,12.0,吅,亻,2.0,,虒,10.0,,OHYU,人
傃,12.0,吅,亻,2.0,,素,10.0,,OQMF,人
傄,12.0,吅,亻,2.0,,眘,10.0,,OKCU,人
傅,12.0,吅,亻,2.0,,尃,10.0,,OIBI,人
傆,12.0,吅,亻,2.0,,原,10.0,,OMHF,人
傇,11.0,吅,亻,2.0,,茸,9.0,,OTSJ,人
傈,12.0,吅,亻,2.0,,栗,10.0,,OMWD,人
傉,12.0,吅,亻,2.0,,辱,10.0,,OMVI,人
傊,12.0,吅,亻,2.0,,員,10.0,,ORBC,人
傋,12.0,吅,亻,2.0,,冓,10.0,,OTTB,人
傌,12.0,吅,亻,2.0,,馬,10.0,,OSQF,人
傍,12.0,吅,亻,2.0,,旁,10.0,,OYBS,人
傎,12.0,吅,亻,2.0,,真,10.0,,OJBC,人
傏,12.0,吅,亻,2.0,,唐,10.0,,OILR,人
傐,12.0,吅,亻,2.0,,高,10.0,,OYRB,人
傑,12.0,吅,亻,2.0,,桀,10.0,,ONQD,人
傒,12.0,吅,亻,2.0,,奚,10.0,,OBVK,人
傓,12.0,吅,亻,2.0,,扇,10.0,,OHSM,人
傔,12.0,吅,亻,2.0,,兼,10.0,,OTXC,人
傕,12.0,吅,亻,2.0,,隺,10.0,,OOBG,人
傖,12.0,吅,亻,2.0,,倉,10.0,,OOIR,人
傗,12.0,吅,亻,2.0,,畜,10.0,,OYVW,人
傘,12.0,吕,人,2.0,,仌十仌,10.0,?,OOOJ,人
備,12.0,吅,亻,2.0,,萹?,10.0,?,OTHB,人
傚,12.0,吅,亻,2.0,,效,10.0,,OYKK,人
傛,12.0,吅,亻,2.0,,容,10.0,,OJCR,人
傜,12.0,吅,亻,2.0,,䍃,10.0,?,OBOU,人
傝,12.0,吅,亻,2.0,,𦐇,10.0,,OASM,人
傞,12.0,吅,亻,2.0,,差,10.0,,OTQM,人
傟,12.0,吅,亻,2.0,,翁,10.0,,OCIM,人
傠,12.0,吅,亻,2.0,,討,10.0,,OYRI,人
傡,12.0,吅,亻,2.0,,竝,10.0,,OYTT,人
傢,12.0,吅,亻,2.0,,家,10.0,,OJMO,人
傣,12.0,吅,亻,2.0,,泰,10.0,,OQKE,人
傤,12.0,吅,亻,2.0,,载,10.0,,OJIQ,人
傥,12.0,吅,亻,2.0,,党,10.0,,OFBU,人
傦,12.0,吅,亻,2.0,,骨,10.0,,OBBB,人
傧,12.0,吅,亻,2.0,,宾,10.0,,OJOC,人
储,12.0,吅,亻,2.0,,诸,10.0,,OIVA,人
傩,12.0,吅,亻,2.0,,难,10.0,,OEOG,人
傪,13.0,吅,亻,2.0,,參,11.0,,OIIH,人
傫,13.0,吅,亻,2.0,,累,11.0,,OWVF,人
催,13.0,吅,亻,2.0,,崔,11.0,,OUOG,人
傭,13.0,吅,亻,2.0,,庸,11.0,,OILB,人
傮,13.0,吅,亻,2.0,,曹,11.0,,OTWA,人
傯,13.0,吅,亻,2.0,,悤,11.0,,OHWP,人
傰,13.0,吅,亻,2.0,,崩,11.0,,OUBB,人
傱,13.0,吅,亻,2.0,,從,11.0,,OHOO,人
傲,13.0,吅,亻,2.0,,敖,11.0,,OQSK,人
傳,13.0,吅,亻,2.0,,專,11.0,,OJII,人
傴,13.0,吅,亻,2.0,,區,11.0,,OSRR,人
債,13.0,吅,亻,2.0,,責,11.0,,OQMC,人
傶,13.0,吅,亻,2.0,,戚,11.0,,OIHF,人
傷,13.0,吅,亻,2.0,,𠂉旦勿,11.0,?,OOAH,人
傸,13.0,吅,亻,2.0,,爽,11.0,,OKKK,人
傹,13.0,吅,亻,2.0,,竟,11.0,,OYTU,人
傺,13.0,吅,亻,2.0,,祭,11.0,,OBOF,人
傻,13.0,吅,亻,2.0,,<夓,11.0,?,OHCE,人
傼,13.0,吅,亻,2.0,,𦰩,11.0,,OTLO,人
傽,13.0,吅,亻,2.0,,章,11.0,,OYTJ,人
傾,13.0,吅,亻,2.0,,頃,11.0,,OPMC,人
傿,13.0,吅,亻,2.0,,焉,11.0,,OMYF,人
僀,13.0,吅,亻,2.0,,帶,11.0,,OKPB,人
僁,13.0,吅,亻,2.0,,悉,11.0,,OHDP,人
僂,13.0,吅,亻,2.0,,婁,11.0,,OLLV,人
僃,13.0,吅,亻,2.0,,䓒,11.0,,OTPB,人
僄,13.0,吅,亻,2.0,,票,11.0,,OMWF,人
僅,13.0,吅,亻,2.0,,堇,11.0,,OTLM,人
僆,12.0,吅,亻,2.0,,連,10.0,,OYJJ,人
僇,13.0,吅,亻,2.0,,翏,11.0,,OSMH,人
僈,13.0,吅,亻,2.0,,曼,11.0,,OAWE,人
僉,13.0,吕,亼,3.0,,兄兄,10.0,?,OMRO,人
僊,13.0,吅,亻,2.0,,䙴,11.0,,OMWU,人
僋,13.0,吅,亻,2.0,,貪,11.0,,OOIC,人
僌,13.0,吅,俥,9.0,,攵,4.0,,OJJK,人
働,13.0,吅,亻,2.0,,動,11.0,,OHGS,人
僎,14.0,吅,亻,2.0,,巽,12.0,,ORUC,人
像,14.0,吅,亻,2.0,,象,12.0,,ONAO,人
僐,14.0,吅,亻,2.0,,善,12.0,,OTGR,人
僑,14.0,吅,亻,2.0,,喬,12.0,,OHKB,人
僒,14.0,吅,亻,2.0,,窘,12.0,,OJCR,人
僓,14.0,吅,亻,2.0,,貴,12.0,,OLMC,人
僔,14.0,吅,亻,2.0,,尊,12.0,,OTWI,人
僕,14.0,吅,亻,2.0,,菐,12.0,,OTCO,人
僖,14.0,吅,亻,2.0,,喜,12.0,,OGRR,人
僗,14.0,吅,亻,2.0,,勞,12.0,,OFFS,人
僘,14.0,吅,亻,2.0,,敞,12.0,,OFBK,人
僙,13.0,吅,亻,2.0,,黄,11.0,,OTLC,人
僚,14.0,吅,亻,2.0,,尞,12.0,,OKCF,人
僛,14.0,吅,亻,2.0,,欺,12.0,,OTCO,人
僜,14.0,吅,亻,2.0,,登,12.0,,ONOT,人
僝,14.0,吅,亻,2.0,,孱,12.0,,OSND,人
僞,14.0,吅,亻,2.0,,爲,12.0,,OBHF,人
僟,14.0,吅,亻,2.0,,幾,12.0,,OVII,人
僠,14.0,吅,亻,2.0,,番,12.0,,OHDW,人
僡,14.0,吅,亻,2.0,,惠,12.0,,OJIP,人
僢,14.0,吅,亻,2.0,,舜,12.0,,OBBQ,人
僣,14.0,吅,亻,2.0,,替,12.0,,OQOA,人
僤,14.0,吅,亻,2.0,,單,12.0,,ORRJ,人
僥,14.0,吅,亻,2.0,,堯,12.0,,OGGU,人
僦,14.0,吅,亻,2.0,,就,12.0,,OYFU,人
僧,13.0,吅,亻,2.0,,曽,11.0,,OCWA,人
僨,14.0,吅,亻,2.0,,賁,12.0,,OJTC,人
僩,14.0,吅,亻,2.0,,閒,12.0,,OANB,人
僪,14.0,吅,亻,2.0,,矞,12.0,,ONHB,人
僫,14.0,吅,亻,2.0,,惡,12.0,,OMMP,人
僬,14.0,吅,亻,2.0,,焦,12.0,,OOGF,人
僭,14.0,吅,亻,2.0,,朁,12.0,,OMUA,人
僮,15.0,吅,亻,2.0,,童,13.0,,OYTG,人
僯,14.0,吅,亻,2.0,,粦,12.0,,OFDQ,人
僰,14.0,咒,朿,6.0,,人,2.0,,DBO,人
僱,14.0,吅,亻,2.0,,雇,12.0,,OHSG,人
僲,15.0,吅,亻,2.0,,覀舛,13.0,?,OMWQ,人
僳,14.0,吅,亻,2.0,,粟,12.0,,OMWD,人
僴,14.0,吅,亻,2.0,,間,12.0,,OANA,人
僵,15.0,吅,亻,2.0,,畺,13.0,,OMWM,人
僶,15.0,吅,亻,2.0,,黽,13.0,,ORXU,人
僷,13.0,吅,亻,2.0,,葉,11.0,,OTPD,人
僸,15.0,吅,亻,2.0,,禁,13.0,,ODDF,人
價,15.0,吅,亻,2.0,,賈,13.0,,OMWC,人
僺,15.0,吅,亻,2.0,,喿,13.0,,ORRD,人
僻,15.0,吅,亻,2.0,,辟,13.0,,OSRJ,人
僼,15.0,吅,亻,2.0,,豊,13.0,,OTWT,人
僽,15.0,吅,亻,2.0,,愁,13.0,,OHFP,人
僾,15.0,吅,亻,2.0,,愛,13.0,,OBBE,人
僿,15.0,吅,亻,2.0,,塞,13.0,,OJTG,人
儀,15.0,吅,亻,2.0,,義,13.0,,OTGI,人
儁,15.0,吅,亻,2.0,,雋,13.0,,OOGS,人
儂,15.0,吅,亻,2.0,,農,13.0,,OTWV,人
儃,15.0,吅,亻,2.0,,亶,13.0,,OYWM,人
億,15.0,吅,亻,2.0,,意,13.0,,OYTP,人
儅,15.0,吅,亻,2.0,,當,13.0,,OFBW,人
儆,14.0,吅,亻,2.0,,敬,12.0,,OTRK,人
儇,15.0,吅,亻,2.0,,睘,13.0,,OWLV,人
儈,15.0,吅,亻,2.0,,會,13.0,,OOMA,人
儉,15.0,吅,亻,2.0,,僉,13.0,,OOMO,人
儊,15.0,吅,亻,2.0,,楚,13.0,,ODDO,人
儋,15.0,吅,亻,2.0,,詹,13.0,,ONCR,人
儌,15.0,吅,亻,2.0,,敫,13.0,,OHSK,人
儍,15.0,吅,亻,2.0,,凵?八夊,13.0,?,OUCE,人
儎,15.0,吅,亻,2.0,,載,13.0,,OJIJ,人
儏,15.0,吅,亻,2.0,,粲,13.0,,OYED,人
儐,16.0,吅,亻,2.0,,賓,14.0,,OJMC,人
儑,16.0,吅,亻,2.0,,㬎,14.0,,OAVF,人
儒,16.0,吅,亻,2.0,,需,14.0,,OMBB,人
儓,16.0,吅,亻,2.0,,臺,14.0,,OGRG,人
儔,16.0,吅,亻,2.0,,壽,14.0,,OGNI,人
儕,16.0,吅,亻,2.0,,齊,14.0,,OYX,人
儖,16.0,吅,亻,2.0,,監,14.0,,OSIT,人
儗,16.0,吅,亻,2.0,,疑,14.0,,OPKO,人
儘,16.0,吅,亻,2.0,,盡,14.0,,OLMT,人
儙,15.0,吅,亻,2.0,,遣,13.0,,OYLR,人
儚,16.0,吅,亻,2.0,,夢,14.0,,OTWN,人
儛,16.0,吅,亻,2.0,,舞,14.0,,OOTQ,人
儜,15.0,吅,亻,2.0,,寧,13.0,,OJPN,人
儝,16.0,吅,亻,2.0,,榮,14.0,,OFFD,人
儞,16.0,吅,亻,2.0,,爾,14.0,,OMFB,人
償,17.0,吅,亻,2.0,,賞,15.0,,OFBC,人
儠,17.0,吅,亻,2.0,,巤,15.0,,OVVV,人
儡,17.0,吅,亻,2.0,,畾,15.0,,OWWW,人
儢,17.0,吅,亻,2.0,,慮,15.0,,OYPP,人
儣,16.0,吅,亻,2.0,,廣,14.0,,OITC,人
儤,17.0,吅,亻,2.0,,暴,15.0,,OATE,人
儥,17.0,吅,亻,2.0,,賣,15.0,,OGWC,人
儦,17.0,吅,亻,2.0,,麃,15.0,,OIPF,人
儧,17.0,吅,亻,2.0,,賛,15.0,,OQOC,人
儨,17.0,吅,亻,2.0,,質,15.0,,OHLC,人
儩,17.0,吅,亻,2.0,,賜,15.0,,OBCH,人
優,17.0,吅,亻,2.0,,憂,15.0,,OMBE,人
儫,16.0,吅,亻,2.0,,豪,14.0,,OYRO,人
儬,17.0,吅,亻,2.0,,靚,15.0,,OQBU,人
儭,18.0,吅,亻,2.0,,親,16.0,,OYDU,人
儮,18.0,吅,亻,2.0,,歷,16.0,,OMHM,人
儯,18.0,吅,亻,2.0,,駦,16.0,,OFQF,人
儰,14.0,吅,亻,2.0,,蒍,12.0,,OTBF,人
儱,18.0,吅,亻,2.0,,龍,16.0,,OYBP,人
儲,17.0,吅,亻,2.0,,諸,15.0,,OYRA,人
儳,19.0,吅,亻,2.0,,毚,17.0,,ONRI,人
儴,19.0,吅,亻,2.0,,襄,17.0,,OYRV,人
儵,19.0,回,攸,7.0,?,黑,12.0,,OLOF,人
儶,20.0,吅,亻,2.0,,巂,18.0,,OUOB,人
儷,21.0,吅,亻,2.0,,麗,19.0,,OMMP,人
儸,21.0,吅,亻,2.0,,羅,19.0,,OWLG,人
儹,21.0,吅,亻,2.0,,贊,19.0,,OHUC,人
儺,21.0,吅,亻,2.0,,難,19.0,,OTOG,人
儻,22.0,吅,亻,2.0,,黨,20.0,,OFBF,人
儼,22.0,吅,亻,2.0,,嚴,20.0,,ORRK,人
儽,23.0,吅,亻,2.0,,纍,21.0,,OWWF,人
儾,24.0,吅,亻,2.0,,囊,22.0,,OJBV,人
儿,2.0,一,儿,2.0,,*,0.0,,LU,*
兀,3.0,吕,一,1.0,,儿,2.0,,MU,儿
允,4.0,吕,厶,2.0,,儿,2.0,,IHU,儿
兂,5.0,一,兂,5.0,,*,0.0,,QHU,儿
元,4.0,吕,一,1.0,,兀,3.0,,MMU,儿
兄,5.0,吕,口,3.0,,儿,2.0,,RHU,儿
充,6.0,吕,亠,2.0,,允,4.0,,YIHU,儿
兆,6.0,一,兆,6.0,,*,0.0,,LMUO,儿
兇,6.0,吕,凶,4.0,,儿,2.0,,UKHU,儿
先,6.0,吕,牛,4.0,,儿,2.0,,HGHU,儿
光,6.0,吕,⺌,3.0,,兀,3.0,,FMU,儿
兊,6.0,吕,八,2.0,,允,4.0,,OPIHU,儿
克,7.0,吕,古,5.0,,儿,2.0,,JRHU,儿
兌,7.0,吕,八,2.0,,兄,5.0,,CRHU,儿
免,7.0,一,免,7.0,,*,0.0,,NAHU,儿
兎,7.0,+,丿,1.0,?,7儿,6.0,?,HLAI,儿
兏,7.0,吕,厂,2.0,,上儿,5.0,,MYMU,儿
児,7.0,吕,旧,5.0,,儿,2.0,,LAHU,儿
兑,7.0,吕,丷,2.0,,兄,5.0,,CRHU,儿
兒,8.0,吕,臼,6.0,,儿,2.0,,HXHU,儿
兓,8.0,吅,旡,4.0,,*,4.0,,MUMVU,儿
兔,8.0,+,免,7.0,,丶,1.0,,NAHI,儿
兕,8.0,吕,凹,6.0,,儿,2.0,,SSUU,儿
兖,8.0,吕,六,4.0,,允,4.0,,YCIHU,儿
兗,9.0,吕,六,4.0,,兄,5.0,,YCRHU,儿
兘,9.0,吅,元,4.0,,台,5.0,,MUIR,儿
兙,9.0,吅,克,7.0,,十,2.0,,JUJ,儿
党,10.0,冖,小,3.0,,兄,5.0,,FBRHU,儿
兛,10.0,吅,克,7.0,,千,3.0,,JUHJ,儿
